claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
18648,45,M,1.0,86,38076,1,1,Own,50002,9/5/2016,Monday,Local,0,0.0,51,Broker,1,6379.908235,8.0,Medium,20770.38495,other,15668.22214,0
18649,39,F,0.0,68,36657,0,0,Own,50009,12/2/2016,Friday,Local,0,1.0,97,Phone,0,2776.837883,6.0,Medium,16281.85334,silver,17674.33565,0
18650,43,M,0.0,95,37612,1,0,Own,85030,6/21/2015,Sunday,Parking Lot,0,0.0,98,Phone,0,1936.584517,7.0,Large,18595.12073,red,18921.67333,1
18651,53,F,1.0,97,39694,1,0,Own,20139,3/20/2015,Friday,Highway,1,1.0,47,Phone,1,1737.234307,6.0,Large,49567.93923,gray,32409.47914,0
18652,44,F,1.0,71,37841,1,1,Own,15025,6/19/2016,Sunday,Local,0,0.0,17,Broker,1,3048.867892,7.0,Large,12797.07099,red,44786.70898,0
18653,21,M,1.0,84,30458,1,0,Rent,85016,1/24/2016,Sunday,Local,3,0.0,46,Phone,1,10487.21159,7.0,Compact,31485.63665,black,42778.1789,0
18654,49,M,1.0,93,38919,0,1,Own,80020,8/3/2016,Wednesday,Local,0,0.0,51,Broker,1,3684.632715,4.0,Medium,15585.97779,other,9055.747362,0
18655,53,M,1.0,74,39721,1,1,Rent,15046,12/11/2016,Sunday,Local,0,0.0,92,Broker,0,2180.505675,3.0,Medium,35497.74365,red,25961.67193,0
18656,24,M,1.0,80,31771,1,0,Rent,85048,1/25/2016,Monday,Parking Lot,0,,76,Broker,0,4392.5484240000005,5.0,Medium,17515.53974,white,10924.4823,0
18657,36,F,0.0,89,35845,0,0,Rent,80019,11/21/2016,Monday,Local,0,0.0,1,Broker,0,1927.409143,5.0,Large,12789.69428,black,32161.37192,1
18658,44,M,1.0,56,37859,1,1,Rent,85045,4/10/2015,Friday,Highway,0,1.0,30,Broker,1,5333.901922,5.0,Medium,82526.28392999999,white,52279.52815,0
18659,54,F,1.0,53,39886,1,1,Rent,50007,6/9/2015,Tuesday,Local,0,0.0,15,Broker,1,8945.154008,7.0,Compact,11878.44307,other,27626.014860000003,0
18660,35,M,1.0,85,35540,1,1,Own,20159,2/13/2015,Friday,Parking Lot,0,0.0,68,Broker,1,10256.79419,2.0,Compact,14520.31415,black,20295.07595,0
18661,31,M,1.0,59,34337,0,1,Own,15022,5/24/2016,Tuesday,Local,0,0.0,66,Online,0,7974.782383,6.0,Medium,11722.1849,blue,47466.72381,0
18662,34,M,1.0,85,35249,1,0,Own,80005,4/16/2015,Thursday,Local,2,0.0,88,Broker,0,8181.411,3.0,Large,20783.03807,gray,31020.546830000003,1
18663,50,F,1.0,76,39099,0,1,Rent,20129,10/5/2015,Monday,Parking Lot,2,1.0,96,Broker,1,4995.0140710000005,4.0,Compact,54524.31503,silver,24173.38102,0
18664,60,F,1.0,85,40936,0,0,Own,50020,6/22/2015,Monday,Parking Lot,0,1.0,81,Broker,0,5298.524254,5.0,Medium,24488.05867,white,31760.76464,0
18665,30,F,0.0,73,34008,1,1,Own,80015,12/9/2016,Friday,Parking Lot,0,0.0,43,Broker,0,6962.263655,3.0,Large,77995.52467,silver,25821.3557,0
18666,23,M,0.0,79,31356,1,1,Rent,85029,1/28/2016,Thursday,Parking Lot,0,0.0,12,Phone,0,4317.561981,5.0,Large,17242.98576,gray,7521.660211,0
18667,44,M,1.0,63,37837,1,0,Own,80042,6/5/2015,Friday,Local,0,0.0,97,Broker,0,1830.499181,5.0,Compact,14851.23361,blue,56605.57631,0
18668,47,F,0.0,79,38482,1,1,Own,85003,3/18/2015,Wednesday,Local,0,0.0,75,Broker,0,8896.452424,5.0,Compact,14117.91641,silver,20025.38848,0
18669,34,M,1.0,69,35269,1,0,Own,80046,7/10/2015,Friday,Local,1,0.0,9,Broker,1,9250.73507,0.0,Large,13168.50673,other,15161.23917,0
18670,47,F,1.0,82,38507,1,0,Own,85075,12/31/2016,Saturday,Highway,0,1.0,3,Phone,0,2545.7211850000003,5.0,Compact,29413.82572,blue,19515.25578,0
18671,47,M,1.0,83,38489,0,0,Own,20103,4/20/2015,Monday,Local,6,0.0,49,Broker,1,8535.070978,7.0,Large,24095.62679,black,16872.56484,1
18672,30,F,0.0,39,34008,1,0,Own,85037,4/17/2016,Sunday,Local,0,0.0,84,Broker,1,5162.289159,5.0,Large,19415.36043,silver,15706.189669999998,0
18673,53,M,1.0,76,39697,0,1,Rent,80105,3/24/2016,Thursday,Local,6,0.0,91,Broker,1,6476.38754,11.0,Medium,37018.21162,white,39699.85895,1
18674,28,M,1.0,66,33321,1,1,Rent,80109,1/14/2016,Thursday,Highway,0,0.0,10,Broker,1,3334.105295,4.0,Compact,16516.13403,white,30190.52646,0
18675,52,M,1.0,43,39515,1,1,Rent,20108,2/8/2016,Monday,Local,0,0.0,29,Broker,0,5999.351178,6.0,Large,12589.82083,blue,42945.158610000006,0
18676,27,M,1.0,79,32960,0,1,Rent,20124,1/10/2016,Sunday,Local,2,,18,Broker,0,2404.277555,6.0,Medium,11262.10035,red,39115.81632,0
18677,47,F,1.0,92,38501,1,1,Own,20109,2/16/2015,Monday,Highway,1,0.0,51,Broker,1,9123.312581,5.0,Compact,10932.00542,gray,20325.59119,0
18678,55,M,0.0,56,40076,1,0,Own,85027,11/14/2016,Monday,Local,3,0.0,51,Broker,1,5197.000484,10.0,Medium,58649.06711,other,10055.01492,0
18679,50,M,0.0,56,39118,1,0,Own,85044,10/17/2015,Saturday,Parking Lot,0,0.0,24,Phone,1,4137.851595,2.0,Compact,27705.02772,other,27841.6684,0
18680,45,M,0.0,72,38067,1,1,Rent,50020,6/1/2015,Monday,Parking Lot,0,1.0,98,Phone,1,6385.48849,6.0,Compact,16557.39834,other,8368.66812,0
18681,61,F,1.0,69,41113,1,0,Rent,50025,6/12/2015,Friday,Parking Lot,0,0.0,50,Broker,0,6719.845590000001,7.0,Compact,7020.405458,red,13155.18787,0
18682,48,M,0.0,78,38696,1,0,Rent,80101,7/30/2015,Thursday,Local,2,0.0,62,Broker,1,5130.857683,3.0,Large,11097.97398,silver,9482.157188,0
18683,26,M,0.0,55,32576,0,1,Rent,85068,10/2/2015,Friday,Local,2,0.0,1,Phone,1,3416.871639,3.0,Medium,15090.29056,other,22499.5145,0
18684,31,M,1.0,80,34347,0,1,Own,15007,3/17/2015,Tuesday,Parking Lot,0,0.0,26,Phone,0,7708.876255,5.0,Large,6942.100242,gray,24303.81812,0
18685,40,F,1.0,87,36873,1,1,Own,80022,8/23/2016,Tuesday,Highway,0,1.0,13,Broker,0,2886.060716,4.0,Compact,18008.25172,silver,27684.25727,0
18686,33,M,1.0,89,34975,1,0,Own,80026,2/15/2016,Monday,Local,0,1.0,24,Online,0,1979.149556,5.0,Compact,17191.952419999998,red,22546.09584,0
18687,38,M,1.0,92,36379,1,1,Own,15050,8/1/2015,Saturday,Parking Lot,3,0.0,51,Broker,1,8479.775787999999,4.0,Medium,7896.915865000001,other,12433.79496,0
18688,39,F,0.0,48,36651,1,0,Own,15055,12/5/2015,Saturday,Local,0,0.0,25,Online,0,1433.990728,5.0,Large,7353.958242000001,red,6283.305528,1
18689,62,M,1.0,75,41265,1,1,Rent,85065,12/15/2016,Thursday,Local,0,0.0,86,Phone,1,9332.158506,7.0,Large,54760.26823,white,12339.96548,0
18690,44,F,0.0,71,37846,0,1,Rent,50003,9/9/2015,Wednesday,Local,0,0.0,21,Phone,0,3857.602473,1.0,Large,23068.99262,blue,11567.13823,1
18691,48,F,0.0,97,38709,1,0,Rent,50013,1/18/2015,Sunday,Local,0,0.0,61,Phone,0,3513.582898,5.0,Medium,25166.47762,black,16875.64606,0
18692,55,F,1.0,78,40078,1,0,Rent,50008,2/18/2016,Thursday,Parking Lot,0,0.0,75,Broker,0,7009.193073,6.0,Compact,17279.39483,silver,19206.83149,0
18693,47,M,0.0,8,38514,0,1,Rent,80014,8/6/2016,Saturday,Parking Lot,2,0.0,30,Phone,1,3294.794204,3.0,Medium,19284.95533,silver,10359.46367,1
18694,50,M,1.0,53,39113,1,1,Own,85008,12/15/2015,Tuesday,Local,0,1.0,97,Online,1,4810.986399,5.0,Medium,14635.83351,blue,9087.733343,0
18695,31,F,1.0,76,34342,1,1,Own,15015,1/2/2015,Friday,Highway,0,0.0,49,Broker,1,4517.233987,7.0,Medium,12191.15147,black,22113.15778,0
18696,60,M,1.0,93,40948,0,1,Own,15046,5/21/2016,Saturday,Parking Lot,1,0.0,23,Phone,0,4909.257315999999,7.0,Compact,43685.15836,white,36097.58575,0
18697,51,F,1.0,83,39321,1,1,Own,20105,12/26/2015,Saturday,Local,0,0.0,14,Phone,1,5342.334613,5.0,Medium,15468.593830000002,white,37013.175,0
18698,37,F,1.0,86,36102,1,1,Own,50022,8/20/2016,Saturday,Parking Lot,0,1.0,76,Phone,1,3204.492382,8.0,Large,34153.033039999995,red,20602.26206,0
18699,70,F,1.0,70,42479,1,1,Own,80003,9/26/2016,Monday,Highway,0,0.0,14,Broker,0,3675.157081,10.0,Compact,8312.839743,red,14185.50147,0
18700,23,M,1.0,57,31364,1,0,Rent,50003,6/26/2015,Friday,Parking Lot,0,0.0,86,Phone,1,4713.580201,7.0,Medium,40793.83587,white,30825.08185,0
18701,22,F,0.0,19,30899,1,0,Rent,50020,9/24/2016,Saturday,Local,0,0.0,16,Broker,0,7014.866649,2.0,Compact,8693.258523999999,red,11211.98119,1
18702,52,M,1.0,94,39508,0,1,Own,80030,8/28/2015,Friday,Parking Lot,0,1.0,74,Phone,1,9281.363359,3.0,Medium,9280.997029,other,21910.41555,0
18703,53,F,1.0,76,39710,1,1,Own,15009,6/17/2015,Wednesday,Parking Lot,0,0.0,2,Broker,0,3925.949789,1.0,Large,25501.07988,other,15256.090369999998,0
18704,31,M,1.0,91,34339,1,1,Own,85083,5/17/2016,Tuesday,Local,0,0.0,99,Phone,0,5966.597215999999,9.0,Medium,16674.24609,red,31979.73812,0
18705,48,M,1.0,78,38710,1,1,Rent,85083,5/31/2015,Sunday,Parking Lot,1,1.0,7,Broker,1,5574.61229,4.0,Compact,15968.63964,blue,37230.91208,0
18706,41,M,0.0,33,37131,1,1,Own,80033,6/9/2016,Thursday,Parking Lot,3,0.0,22,Broker,1,8430.892762000001,3.0,Large,19346.53253,white,13791.95926,0
18707,61,F,1.0,86,41110,0,1,Own,20109,7/7/2016,Thursday,Local,0,0.0,77,Online,1,4383.407809,4.0,Compact,50946.33337,white,20052.29712,0
18708,29,M,1.0,79,33677,1,0,Rent,80004,11/22/2016,Tuesday,Parking Lot,0,0.0,0,Broker,1,5150.710753,3.0,Compact,23940.95307,silver,13144.32121,0
18709,60,M,1.0,62,40943,1,1,Own,15022,3/17/2016,Thursday,Local,2,0.0,74,Broker,1,2594.446415,1.0,Compact,23893.15798,black,45792.93808,0
18710,42,M,1.0,27,37382,1,1,Rent,50013,7/14/2015,Tuesday,Local,0,0.0,48,Broker,0,4320.564327,5.0,Large,38122.3851,white,16728.05918,1
18711,61,F,1.0,87,41108,1,1,Rent,80040,7/4/2015,Saturday,Local,0,0.0,50,Phone,1,1376.129391,7.0,Compact,41120.8814,gray,12214.60045,1
18712,50,M,1.0,85,39125,0,1,Rent,85055,9/26/2016,Monday,Local,1,1.0,80,Broker,0,3698.070907,8.0,Compact,11670.61056,white,7930.706107999999,0
18713,40,M,1.0,77,36875,1,0,Rent,20104,12/1/2016,Thursday,Local,0,0.0,73,Broker,1,7406.761179999999,5.0,Large,29045.95008,black,19306.40909,0
18714,40,M,0.0,65,36894,1,0,Own,80047,7/17/2015,Friday,Local,0,1.0,72,Broker,0,3194.294109,6.0,Compact,44006.42766,red,16697.03543,0
18715,29,F,1.0,71,33667,1,1,Rent,80037,7/28/2016,Thursday,Local,1,0.0,78,Phone,0,4681.378227,4.0,Large,12147.81615,blue,14234.5567,0
18716,62,F,0.0,82,41274,1,1,Rent,85019,3/20/2016,Sunday,Highway,0,0.0,19,Broker,0,7178.199223999999,6.0,Compact,11626.40492,red,6122.923727,0
18717,46,F,1.0,90,38268,1,1,Own,20149,1/7/2016,Thursday,Highway,0,0.0,27,Broker,1,9437.481497,7.0,Medium,15636.6164,red,18230.92495,0
18718,65,M,0.0,91,41755,1,0,Own,15024,2/5/2015,Thursday,Local,1,0.0,23,Phone,1,2729.633788,4.0,Large,23208.50536,other,20776.7195,0
18719,50,M,1.0,87,39105,1,1,Own,50026,1/9/2015,Friday,Local,0,1.0,25,Phone,0,9084.492015,3.0,Compact,10389.80815,white,17138.77794,0
18720,45,M,0.0,76,38054,1,0,Own,85074,5/7/2016,Saturday,Local,2,1.0,14,Broker,1,2716.906585,4.0,Compact,11020.12103,other,29427.10527,1
18721,38,F,1.0,52,36384,1,0,Rent,15012,2/11/2015,Wednesday,Highway,1,0.0,92,Broker,1,3689.380442,7.0,Compact,31059.23826,black,16499.5889,0
18722,42,F,1.0,88,37392,1,1,Rent,15037,5/3/2015,Sunday,Local,0,0.0,14,Broker,1,7503.636135,4.0,Medium,9434.91958,white,28426.44975,0
18723,43,M,1.0,77,37613,1,1,Rent,80001,2/12/2015,Thursday,Local,3,0.0,63,Broker,1,7608.039570999999,4.0,Compact,8988.007744,white,37326.18562,1
18724,31,M,1.0,88,34333,1,0,Own,85063,5/14/2015,Thursday,Parking Lot,0,0.0,59,Phone,1,6792.077331,1.0,Large,12871.45569,other,12952.35192,0
18725,34,M,1.0,84,35252,1,1,Own,20149,9/16/2015,Wednesday,Parking Lot,0,0.0,59,Broker,1,4477.771132,3.0,Medium,15626.13634,red,15010.397330000002,0
18726,39,M,1.0,81,36649,1,1,Rent,20163,11/27/2015,Friday,Local,0,0.0,2,Phone,0,4277.841694,5.0,Medium,23503.86897,other,18488.05944,0
18727,60,F,1.0,87,40932,0,0,Rent,85055,12/20/2016,Tuesday,Parking Lot,0,0.0,0,Broker,0,5731.008393,5.0,Medium,10193.43437,other,29363.17965,0
18728,42,F,1.0,86,37379,0,0,Own,85053,1/6/2016,Wednesday,Highway,0,0.0,75,Online,1,8265.62551,7.0,Large,21590.11377,gray,28672.00716,0
18729,39,M,0.0,74,36640,1,0,Rent,15012,8/18/2016,Thursday,Local,0,0.0,98,Online,0,2745.939512,3.0,Compact,13053.75399,red,8127.61215,0
18730,53,F,1.0,67,39690,1,0,Own,80011,1/15/2016,Friday,Local,0,0.0,17,Phone,0,2394.961476,2.0,Large,17984.88256,silver,25372.26204,0
18731,74,F,1.0,73,43052,0,0,Own,15009,2/26/2015,Thursday,Highway,0,0.0,15,Broker,1,5023.500523,2.0,Large,20443.49514,blue,21204.9655,0
18732,39,M,0.0,49,36629,1,1,Own,50039,1/18/2016,Monday,Parking Lot,0,0.0,17,Broker,0,7188.831414,7.0,Compact,16112.60747,blue,18097.45554,0
18733,53,M,1.0,69,39698,0,0,Rent,15022,9/21/2016,Wednesday,Parking Lot,0,0.0,33,Broker,1,5171.557665,4.0,Large,18387.19478,white,31806.06252,0
18734,71,F,1.0,77,42634,0,1,Rent,80030,12/14/2016,Wednesday,Parking Lot,1,0.0,25,Broker,0,8132.100190999999,7.0,Large,22474.78797,gray,35223.56764,0
18735,43,F,1.0,86,37617,1,1,Rent,20156,1/22/2015,Thursday,Local,0,,34,Broker,1,8396.613861,3.0,Compact,16523.289780000003,blue,19015.15835,0
18736,65,F,1.0,84,41737,1,0,Own,80024,8/23/2015,Sunday,Parking Lot,0,0.0,12,Phone,0,4867.61251,6.0,Medium,7397.995593000001,blue,14361.29854,0
18737,51,F,0.0,70,39320,0,1,Rent,50003,8/26/2016,Friday,Local,2,0.0,25,Phone,1,3844.360503,7.0,Large,8271.590786,silver,25554.34282,1
18738,36,F,1.0,15,35836,1,1,Rent,85063,4/4/2015,Saturday,Highway,1,0.0,8,Phone,1,5634.928773,4.0,Compact,17451.66618,silver,35270.37155,1
18739,47,M,1.0,85,38500,1,1,Own,80021,5/24/2016,Tuesday,Highway,0,0.0,0,Broker,0,8277.23115,4.0,Medium,17554.382859999998,red,38524.90841,0
18740,54,F,1.0,86,39877,1,1,Own,85045,8/15/2016,Monday,Highway,1,0.0,50,Broker,0,5210.610417,4.0,Medium,39468.42639,silver,53623.42355,0
18741,41,F,0.0,71,37139,1,1,Rent,50034,9/12/2016,Monday,Highway,0,1.0,51,Broker,1,3539.9706920000003,3.0,Medium,19354.55251,white,36218.34643,0
18742,39,F,1.0,82,36630,1,0,Own,50047,10/27/2015,Tuesday,Local,1,0.0,72,Phone,1,2450.662995,3.0,Large,35560.56567,blue,9997.819326,1
18743,43,M,1.0,67,37613,1,1,Rent,20159,11/4/2015,Wednesday,Highway,1,0.0,1,Online,1,4497.269696,8.0,Compact,22461.93572,silver,14353.8906,0
18744,30,M,1.0,49,34022,1,0,Rent,80016,1/8/2015,Thursday,Highway,0,0.0,50,Online,0,6424.171574,3.0,Compact,15265.10537,gray,12966.8881,0
18745,61,M,0.0,85,41120,1,0,Own,15025,4/6/2015,Monday,Parking Lot,0,0.0,100,Broker,1,4519.454902,3.0,Medium,27981.40631,red,15506.23514,0
18746,34,F,0.0,51,35258,1,1,Own,50037,3/22/2016,Tuesday,Parking Lot,0,0.0,51,Phone,1,5184.011562,5.0,Compact,14087.54984,other,21923.09337,0
18747,45,F,1.0,47,38058,1,0,Own,80002,4/1/2016,Friday,Local,1,0.0,34,Phone,0,4644.244839,2.0,Compact,19396.2493,other,15990.42281,0
18748,48,M,0.0,65,38701,0,1,Rent,80012,5/20/2016,Friday,Parking Lot,2,0.0,96,Broker,1,2854.008182,7.0,Compact,23268.0872,red,42723.57627,0
18749,45,F,1.0,68,38075,1,1,Rent,80025,10/25/2015,Sunday,Local,0,0.0,99,Broker,0,1904.662472,4.0,Compact,45317.502360000006,silver,7627.349759000001,0
18750,24,M,0.0,91,31776,1,1,Own,15052,8/21/2016,Sunday,Local,0,0.0,28,Broker,1,1697.028425,6.0,Large,26269.18375,blue,33528.668560000006,0
18751,59,F,0.0,84,40762,1,1,Rent,15022,8/23/2016,Tuesday,Local,0,0.0,99,Online,0,7944.744490999999,3.0,Large,14295.51581,blue,11468.57744,0
18752,42,F,1.0,78,37367,1,0,Own,80014,1/2/2016,Saturday,Local,0,1.0,50,Broker,0,3229.319724,1.0,Compact,12823.47144,gray,30155.82794,0
18753,56,M,1.0,76,40236,0,1,Own,20160,10/20/2015,Tuesday,Highway,0,0.0,67,Online,0,5714.495689,9.0,Medium,13756.51721,blue,30664.331810000003,0
18754,44,F,1.0,58,37834,1,0,Own,20109,12/28/2015,Monday,Local,0,0.0,92,Broker,0,2618.132913,0.0,Compact,28885.23002,red,45195.23771,0
18755,31,F,1.0,84,34324,1,1,Own,85053,12/3/2015,Thursday,Highway,0,0.0,46,Broker,0,2996.124095,6.0,Large,30474.86659,silver,19805.48311,1
18756,55,F,1.0,58,40069,1,1,Rent,20160,8/21/2015,Friday,Local,0,0.0,21,Broker,0,3454.965579,4.0,Large,22773.80196,blue,18038.1326,0
18757,37,F,1.0,86,36111,1,0,Rent,85079,3/29/2016,Tuesday,Highway,0,1.0,34,Broker,1,7588.174856000001,2.0,Compact,21215.71349,red,28354.46864,0
18758,53,M,1.0,78,39685,0,1,Rent,20135,7/1/2015,Wednesday,Local,0,0.0,1,Broker,1,4903.979635000001,5.0,Large,14693.925969999998,other,13820.18185,0
18759,46,M,0.0,82,38289,0,0,Own,80024,9/14/2016,Wednesday,Parking Lot,4,1.0,80,Phone,1,2035.863186,3.0,Large,44815.60315,red,15997.14827,0
18760,47,F,0.0,51,38498,1,0,Own,85061,2/18/2015,Wednesday,Local,2,0.0,40,Broker,1,6265.653973,5.0,Large,7441.797679,white,28439.890580000003,0
18761,37,M,1.0,46,36122,1,0,Rent,50047,10/29/2015,Thursday,Local,0,0.0,99,Broker,1,6082.1863140000005,4.0,Compact,31690.83322,other,24338.54718,0
18762,28,M,1.0,56,33340,0,1,Own,50009,3/23/2015,Monday,Local,2,0.0,6,Phone,1,4196.588616,4.0,Large,8846.797238,silver,10963.69035,0
18763,40,F,1.0,66,36889,1,1,Own,85034,3/5/2016,Saturday,Highway,0,0.0,76,Broker,1,12305.85211,5.0,Large,13086.74724,silver,19579.13214,1
18764,27,F,0.0,93,32964,1,1,Own,20117,10/25/2016,Tuesday,Highway,1,0.0,19,Phone,0,5378.764447,3.0,Compact,36084.25884,other,31421.89774,0
18765,46,M,0.0,68,38285,0,1,Own,50020,12/19/2015,Saturday,Parking Lot,2,0.0,18,Broker,1,2655.337989,4.0,Medium,44330.25733,white,12064.2604,0
18766,51,M,1.0,70,39341,1,1,Rent,15047,5/22/2015,Friday,Local,0,0.0,95,Online,1,2993.0924210000003,6.0,Medium,28503.95279,silver,18844.97006,0
18767,42,M,1.0,72,37380,1,0,Own,80040,10/3/2015,Saturday,Highway,0,0.0,27,Broker,0,3874.41342,4.0,Compact,14272.87589,gray,21391.42337,0
18768,63,F,1.0,67,41438,0,0,Rent,15021,3/10/2016,Thursday,Parking Lot,0,1.0,47,Phone,1,2578.7926780000003,4.0,Compact,21909.22671,black,30009.483610000003,0
18769,39,M,1.0,45,36632,1,0,Rent,15038,10/2/2016,Sunday,Local,0,1.0,86,Online,1,5240.520186,7.0,Large,32781.868910000005,other,24194.36275,0
18770,42,M,1.0,83,37375,1,0,Own,15017,1/7/2016,Thursday,Local,0,1.0,75,Online,1,5072.88662,3.0,Medium,26434.67407,other,27338.654,0
18771,45,F,1.0,79,38069,1,1,Own,85061,5/9/2016,Monday,Local,2,0.0,6,Broker,1,4178.332179,5.0,Large,32894.265510000005,red,11439.00549,0
18772,49,M,1.0,92,38930,1,1,Own,80012,4/3/2015,Friday,Local,0,0.0,8,Broker,0,3683.815509000001,8.0,Compact,12387.04174,other,28033.21227,0
18773,33,F,1.0,82,34976,1,1,Own,85024,3/22/2016,Tuesday,Local,0,0.0,7,Broker,0,3712.37064,6.0,Large,13906.95765,other,10245.19637,0
18774,37,M,1.0,69,36122,0,0,Own,50032,9/29/2016,Thursday,Local,0,0.0,58,Broker,0,8553.746771,3.0,Large,34134.5335,gray,17069.922769999997,0
18775,25,M,1.0,45,32192,1,1,Rent,85006,8/21/2015,Friday,Local,1,0.0,51,Broker,0,4128.182551,1.0,Compact,22400.60571,gray,15307.668119999998,0
18776,58,M,0.0,55,40590,1,1,Own,85071,7/16/2016,Saturday,Local,0,1.0,82,Phone,1,4040.499583,3.0,Compact,26370.49374,white,35561.927789999994,0
18777,49,F,1.0,85,38935,1,0,Own,15026,10/11/2015,Sunday,Highway,0,0.0,37,Phone,0,1050.349923,1.0,Medium,23979.35413,gray,35635.09663,0
18778,47,M,1.0,81,38504,1,0,Own,50054,5/24/2015,Sunday,Local,0,0.0,72,Broker,0,3952.576873,2.0,Large,15328.48527,other,5731.952515999999,0
18779,28,F,1.0,79,33327,1,0,Rent,20153,9/20/2016,Tuesday,Parking Lot,1,0.0,70,Broker,1,3607.652295,4.0,Medium,17648.74094,black,33053.84018,0
18780,46,M,1.0,84,38261,1,1,Rent,85042,8/1/2016,Monday,Parking Lot,0,0.0,100,Phone,0,4965.604402,6.0,Large,15042.5354,other,15761.7356,1
18781,57,F,1.0,67,40429,0,0,Own,85018,9/2/2015,Wednesday,Parking Lot,0,0.0,92,Broker,1,5495.103099,7.0,Large,28841.63343,other,26904.765860000003,0
18782,46,M,1.0,38,38279,1,1,Own,50014,6/11/2016,Saturday,Local,1,,92,Online,1,9023.772939,9.0,Large,26579.01039,red,33293.05956,0
18783,48,M,0.0,61,38715,0,1,Own,15004,5/31/2016,Tuesday,Highway,0,0.0,100,Broker,0,3448.020242,6.0,Medium,24538.53314,gray,29988.26888,0
18784,31,M,0.0,95,34328,0,1,Rent,85041,7/23/2016,Saturday,Parking Lot,0,0.0,40,Online,0,6458.152343,7.0,Compact,19117.58781,red,46004.16387,0
18785,59,M,0.0,79,40786,1,1,Own,80028,11/8/2016,Tuesday,Local,0,0.0,2,Broker,1,5391.84623,3.0,Medium,17010.98404,black,60097.49992,0
18786,36,M,0.0,80,35820,1,0,Rent,20111,5/9/2016,Monday,Parking Lot,0,1.0,21,Broker,0,2856.731958,3.0,Compact,20865.47966,white,43419.68978,0
18787,48,F,0.0,85,38692,1,1,Own,50025,9/27/2016,Tuesday,Parking Lot,0,0.0,50,Broker,0,1994.77187,6.0,Medium,10846.60395,white,5096.724943,0
18788,40,F,1.0,78,36908,1,0,Rent,80109,2/15/2015,Sunday,Parking Lot,0,0.0,6,Broker,1,6994.870393000001,3.0,Large,27237.36027,red,24826.38004,0
18789,31,F,1.0,86,34340,1,1,Own,15009,3/7/2015,Saturday,Local,0,1.0,79,Phone,1,3895.084836,8.0,Medium,20837.29882,silver,27241.29592,0
18790,51,M,1.0,87,39312,1,1,Rent,50051,3/19/2016,Saturday,Highway,1,0.0,10,Broker,0,12130.19838,7.0,Medium,16031.46448,other,26830.31174,0
18791,44,F,1.0,57,37850,1,1,Own,15012,6/9/2016,Thursday,Local,0,0.0,0,Phone,1,7256.432984,4.0,Medium,42918.54097,black,38314.49677,0
18792,61,F,0.0,88,41105,1,0,Own,85042,8/5/2016,Friday,Local,0,0.0,99,Phone,0,6697.016329,5.0,Large,22017.67109,silver,17618.93793,0
18793,25,M,1.0,83,32190,1,0,Rent,15012,6/2/2016,Thursday,Local,2,1.0,51,Broker,0,3811.844919,3.0,Large,35642.078089999995,silver,24882.97025,0
18794,48,F,1.0,87,38717,0,1,Own,50012,10/13/2016,Thursday,Highway,0,0.0,7,Broker,1,1760.515299,4.0,Large,10359.07833,blue,28110.9409,0
18795,27,F,1.0,77,32937,0,0,Rent,20136,11/20/2015,Friday,Highway,2,0.0,5,Phone,1,5649.231199,8.0,Large,28525.14917,silver,27084.79646,0
18796,55,F,1.0,84,40082,0,1,Rent,20136,1/31/2015,Saturday,Parking Lot,0,1.0,100,Broker,0,3607.625299,6.0,Compact,26096.61814,white,20264.95293,0
18797,20,M,0.0,75,29956,1,0,Rent,50051,9/30/2015,Wednesday,Local,0,0.0,14,Online,1,4684.464207999999,7.0,Large,13274.67139,other,21456.52376,0
18798,28,F,0.0,81,33314,0,1,Rent,85046,1/5/2016,Tuesday,Local,2,0.0,96,Phone,1,6371.957474,6.0,Compact,41771.69386,blue,14735.93296,0
18799,31,F,0.0,83,34337,1,0,Rent,80022,11/19/2016,Saturday,Local,0,0.0,1,Online,0,6767.460649,5.0,Medium,39093.3908,black,76124.80681000001,0
18800,37,F,0.0,77,36108,1,1,Rent,50011,11/21/2016,Monday,Local,0,0.0,8,Phone,0,6227.590936,3.0,Medium,18927.75962,black,8218.262990000001,0
18801,35,M,1.0,88,35560,1,0,Own,80022,4/29/2015,Wednesday,Local,0,0.0,1,Broker,0,3300.35759,3.0,Compact,22067.40678,white,15111.83413,0
18802,33,F,1.0,83,34988,1,1,Rent,85044,11/28/2015,Saturday,Local,0,0.0,25,Phone,0,4420.089586,3.0,Compact,39880.04196,white,38616.4401,0
18803,28,M,1.0,95,33316,0,0,Rent,20120,12/2/2015,Wednesday,Parking Lot,1,0.0,68,Broker,0,4180.7961700000005,5.0,Medium,18468.96193,silver,16864.48922,1
18804,33,F,0.0,94,34960,0,0,Own,80002,12/29/2016,Thursday,Local,5,0.0,72,Broker,1,5010.207279,3.0,Medium,51166.3135,gray,10935.15955,1
18805,59,M,1.0,78,40767,1,0,Rent,20129,12/25/2016,Sunday,Highway,0,1.0,64,Online,1,5469.256697,4.0,Medium,12139.59371,blue,44409.82551,0
